id,text,cleaned_text
1214785794323308544,"RT @AsherDeMontreal: Lufthansa innovation hub estimates shared e-scooter emissions as worse than a gasoline moped or an electric car, a tes…",lufthansa innovation hub estimates shared escooter emissions as worse than a gasoline moped or an electric car a tes
1230137160478711810,"RT @Lufthansa_India: A special situation is expected for the Lufthansa hub in Munich on Monday, February 10. More detailed information can…",a special situation is expected for the lufthansa hub in munich on monday february 10 more detailed information can
1236535841775710209,@aguudoLEXJ What years did @lufthansa have this livery?,@user what years did @user have this livery
1205089357000060928,This is Lufthansa’s boarding process. Unbelievable. 🤦‍♂️ https://t.co/KnqmyMofP1,this is lufthansas boarding process unbelievable
1224150284814995456,"RT @ExpansionMx: Air France, British Airways, Air Canada, Lufthansa, American Airlines, United Airlines, American Airlines o Delta, suspend…",air france british airways air canada lufthansa american airlines united airlines american airlines o delta suspend
1235598079664869376,"Lufthansa suspends 7,100 flights in March, including to Israel https://t.co/14GMql9p8u https://t.co/lMiVUhxVLF",lufthansa suspends 7100 flights in march including to israel
1192515934331850754,"RT @NetInthe: Lufthansa strike kicks in, no end in sight to dispute https://t.co/xUTe29lqZ7 https://t.co/cYa6vhBqfO",lufthansa strike kicks in no end in sight to dispute
1199934328525996032,Lufthansa: Belgrade (BEG) to Malaga (AGP) just US$ 454 Business Class Round Trip incl all taxes and fees https://t.co/hvp37nLm3e,lufthansa belgrade beg to malaga agp just us 454 business class round trip incl all taxes and fees
1174737178401722368,RT @Lufthansa_India: Win a trip to a life changing place! What emotions are evoked by different places of the world? Tell us what you feel…,win a trip to a life changing place what emotions are evoked by different places of the world tell us what you feel
1175850304698376192,"1972 Summer Olympics

October 29, 1972, in exchange for a hijacked Lufthansa jet. Two of those three were supposedly hunted down and assassinated later by the Mossad.[10]",1972 summer olympics october 29 1972 in exchange for a hijacked lufthansa jet two of those three were supposedly hunted down and assassinated later by the mossad10
1207411081922142208,@lufthansa the crew on LH1027 on 15 Dec gave my nephew a little plush plane. he is so delighted and loves his little 'Thansa! thank you so much to the crew for a wonderful treat and the best flight memory of the week. he has been playing with it so much as we drive around Europe! https://t.co/t3LfpgYTMU,@user the crew on lh1027 on 15 dec gave my nephew a little plush plane he is so delighted and loves his little thansa thank you so much to the crew for a wonderful treat and the best flight memory of the week he has been playing with it so much as we drive around europe
1241472562682646528,@lufthansa I don't understand why only the status of the next 6 days flights appears,@user i dont understand why only the status of the next 6 days flights appears
1212812497431994368,"Deal alert: Lufthansa business class to Europe starting at $1,685 R/T 
 For more TPG news and deals delivered each morning to your inbox, sign up for our daily newsletter here: https://t.co/73kMfAiZEg
If you’re planning a Europe trip and you  
 https://t.co/LGxb8W39Tc https://t.co/alxTp1t38D",deal alert lufthansa business class to europe starting at 1685 rt for more tpg news and deals delivered each morning to your inbox sign up for our daily newsletter here if youre planning a europe trip and you
1166802993389473793,.@lufthansa now allows customers the option to purchase climate-friendly fuel or the option to donate to reforestation efforts. Sounds like something I need to look into for my next flight! https://t.co/MFPfiG1LXE,@user now allows customers the option to purchase climatefriendly fuel or the option to donate to reforestation efforts sounds like something i need to look into for my next flight
1225536396263383043,"@lufthansa: was denied access to United biz lounge in RDU. Me: You took my $ for biz! They: LH took your $, we compete with them. @staralliance 👍👍👍 @UnitedAirlines",@user was denied access to united biz lounge in rdu me you took my for biz they lh took your we compete with them @user @user
1227311222669938689,A @lufthansa  A320 @Airbus Crossing the Moon Over Essex inbound Heathrow from Frankfurt https://t.co/WiVltkQCGS,a @user a320 @user crossing the moon over essex inbound heathrow from frankfurt
1197947669873930241,RT @endaburke81: Panned evening arrival of this @lufthansa 747 at @Airport_FRA back in October 2017 #fraport #frankfurt #germany #boeing #b…,panned evening arrival of this @user 747 at @user back in october 2017 #fraport #frankfurt #germany #boeing #b
1205762910359838720,"TheFlightDeal: #Airfare Deal: [Lufthansa] Boston - Nairobi, Kenya. $594 roundtrip. Details: https://t.co/ddo5gaYr4k #travel",theflightdeal #airfare deal lufthansa boston nairobi kenya 594 roundtrip details #travel
1143679867252174848,"@BarstoolBigCat @lufthansa I'm glad Ray Liotta ripped those pricks off, now.",@user @user im glad ray liotta ripped those pricks off now
1239381726775914499,RT @MailOnline: Dozens of Lufthansa planes are pictured parked in a row at Berlin airport showing the scale of the crisis facing airlines h…,dozens of lufthansa planes are pictured parked in a row at berlin airport showing the scale of the crisis facing airlines h
1222025024065933314,"RT @QasimKhanSuri: The new agreements with International Airlines have been lined up, including Lufthansa Air, Azerbaijan Airline, Air Fran…",the new agreements with international airlines have been lined up including lufthansa air azerbaijan airline air fran
1176059215867252737,RT @FinanzLinksWELT: 🇩🇪 Germany Lufthansa not interested in Thomas Cook bid: Die Welt https://t.co/FR8kFGgTBN REUTERS,germany lufthansa not interested in thomas cook bid die welt reuters
1240617174416441344,"RT @ReutersBiz: Airline industry turmoil deepened as Qantas Airways told most of its 30,000 staff to take leave and Lufthansa said the indu…",airline industry turmoil deepened as qantas airways told most of its 30000 staff to take leave and lufthansa said the indu
1231058344145752064,"@lyndseyfifield @united @lufthansa So yeah, there were 250 people at our wedding. We filed paperwork day after. We did paperwork perfectly and we weren’t allowed to leave the country until all was processed and approved and they STILL FUCKED IT UP.",@user @user @user so yeah there were 250 people at our wedding we filed paperwork day after we did paperwork perfectly and we werent allowed to leave the country until all was processed and approved and they still fucked it up
1171092424019591169,RT @CarolLyle4: @barlaventoexp @SirStreeb That 747 looks like Lufthansa,@user @user that 747 looks like lufthansa
1236003413101604874,"RT @RichardEngel: As flights around the world are being canceled, Lufthansa announcing it’s cutting capacity up to 50% and the WHO saying c…",as flights around the world are being canceled lufthansa announcing its cutting capacity up to 50 and the who saying c
1240752058996862978,"RT @followlasg: We are appealing to everyone that were on these two airlines - 
Turkish flight of 14th of March, 2020 TK1830 and Lufthansa…",we are appealing to everyone that were on these two airlines turkish flight of 14th of march 2020 tk1830 and lufthansa
1169325052548067329,RT @Lufthansa_India: Get the best deals to Europe &amp; North America on Lufthansa. Book by 18 Sep 2019. Travel anytime until 30 Jun 2020.,get the best deals to europe amp north america on lufthansa book by 18 sep 2019 travel anytime until 30 jun 2020
1215592782926053376,"RT @StatMediaNews: .@Lufthansa_Cargo takes #digitalization to the next level; offers dynamic #spot_prices for #booking

#Lufthansa_Cargo #D…",@user takes #digitalization to the next level offers dynamic #spot_prices for #booking #lufthansa_cargo #d
1142846971985530880,"RT @EvaRoesler8: Usually I am not an ""aircraft filmer"" but I found the reflection of this Lufthansa after our landing magic.. https://t.co/…",usually i am not an aircraft filmer but i found the reflection of this lufthansa after our landing magic
1170744836414201856,"RT @JetPhotos: A Lufthansa A380 taxis for departure alongside two Southwest 737s, 2015. https://t.co/H5oK01EylX © Thiago Trevisan https://t…",a lufthansa a380 taxis for departure alongside two southwest 737s 2015 thiago trevisan
1237430948825837568,RT @StatechaserUSA: Statechasing! #statechaserusa @StatechaserUSA @VisitTheUSA @TimSamsTravelUS @Lufthansa_USA @lufthansa @SAS @USTravel @P…,statechasing #statechaserusa @user @user @user @user @user @user @user @user
1187749406336077827,@ncustisTheSun @lufthansa There's a moral to this story...,@user @user theres a moral to this story
1224364022755033088,RT @TheLocalGermany: Germany's Lufthansa extends China flight ban as coronavirus toll climbs https://t.co/H7Anu86hxH,germanys lufthansa extends china flight ban as coronavirus toll climbs
1149796647406379013,@lufthansa has the worst airplane seats 💺 oh Lord...and breakfast 🤮 ice cold bread and the omelette you don’t want to know.,@user has the worst airplane seats oh lordand breakfast ice cold bread and the omelette you dont want to know
1141383743342620673,"RT @AndrewBaker3456: @lufthansa what’s going on with LH2235?  Delayed for 2.5 hours and I can’t get an clear explanation, but it sounds lik…",@user whats going on with lh2235 delayed for 25 hours and i cant get an clear explanation but it sounds lik
1156767259072716800,"#DLH401 : 3.9 km away @ 7250 ft, vertical speed -1152 ft/m and 29.2° frm hrzn, squawk 2243, heading E @ 485.2km/h 03:22:27 UTC #AfterHours #MovingQuickly #Lufthansa #RaspberryPi #ADSB https://t.co/nmTjvAV1kI",#dlh401 39 km away @ 7250 ft vertical speed 1152 ftm and 292 frm hrzn squawk 2243 heading e @ 4852kmh 032227 utc #afterhours #movingquickly #lufthansa #raspberrypi #adsb
1154439400828342277,@lufthansa Thanks for checking with the service centre &amp; offering me to contact customer relations- still the truth remains- I booked a ticket for my baby and paid- you say after issuing a confirmation that I didn’t pay for the baby and took $200 from my credit card without my verbal auth.,@user thanks for checking with the service centre amp offering me to contact customer relations still the truth remains i booked a ticket for my baby and paid you say after issuing a confirmation that i didnt pay for the baby and took 200 from my credit card without my verbal auth
1193934567536762880,"@joanna_r_f @lufthansa Please, please, please check compensation due under EU law for disruption at https://t.co/afbPIPhAT0 - the airline won't tell you this! Takes 2 mins.",@user @user please please please check compensation due under eu law for disruption at the airline wont tell you this takes 2 mins
1154566839525158912,Lufthansa: Stop transporting Irish greyhounds to China! Plz sign: https://t.co/DQTXyJSr7t https://t.co/edlL3tjvUp,lufthansa stop transporting irish greyhounds to china plz sign
1222811801957609472,RT @CoronaVirusFlu: Update: British Airways and Lufthansa has cancelled all flights to mainland China as Wuhan #coronavirus spreads |Expect…,update british airways and lufthansa has cancelled all flights to mainland china as wuhan #coronavirus spreads expect
1131970086926016513,RT @Amy42204668: Ridiculous response by @lufthansa I would not be resorting to @Twitter if anyone from Customer Relations had responded to…,ridiculous response by @user i would not be resorting to @user if anyone from customer relations had responded to
1239461011200991232,"RT @desimojito: Message from my sister who works for Lufthansa. 

This is incredible. Thanks to our government. https://t.co/ypRim3bjBT",message from my sister who works for lufthansa this is incredible thanks to our government
1168924173881753602,"#klm saved the day - they put us on a #lufthansa flight to #FRA. Thank you. (@ Amsterdam Airport @Schiphol in Schiphol, Noord-Holland) https://t.co/vqGD7dBoFn",#klm saved the day they put us on a #lufthansa flight to #fra thank you @ amsterdam airport @user in schiphol noordholland
1197021457647169536,"RT @CNNnews18: A Man dresses up as Lufthansa flight captain and a fake identity card to reinforce the get-up, in order to get privileges at…",a man dresses up as lufthansa flight captain and a fake identity card to reinforce the getup in order to get privileges at
1225537373947211778,"@MaxK_J @lufthansa @Airbus ...following the recent ""coffe"" news.",@user @user @user following the recent coffe news
1204755044484210688,RT @xach: Lufthansa flight attendant urging us over the intercom to write management and complain so they can restore a better snack servic…,lufthansa flight attendant urging us over the intercom to write management and complain so they can restore a better snack servic
1192725425899917313,"@lufthansa worst company ever, they choose the smallest bag checker and they force you to change seat because one of my friends said they do not speak English.. I mean we booked those seats nothing was asked about speaking English.
That's ridiculous! Never again",@user worst company ever they choose the smallest bag checker and they force you to change seat because one of my friends said they do not speak english i mean we booked those seats nothing was asked about speaking english thats ridiculous never again
1239630604196548610,@lufthansa I'm hoping for a positive response in terms of a reimbursement. This has been no fault of mine. I've been forced to reroute due to cancelations. Will appreciate a positive response,@user im hoping for a positive response in terms of a reimbursement this has been no fault of mine ive been forced to reroute due to cancelations will appreciate a positive response
1148549607338606592,RT @lufthansaNews: Next summer 2 more Lufthansa Airbus #A380 will take off from @MUC_Airport expanding our MUC fleet to 7. For the first ti…,next summer 2 more lufthansa airbus #a380 will take off from @user expanding our muc fleet to 7 for the first ti
1239465284081201153,@RespectIsVital @women4erdington Definitely why is it in UK it’s always money nor welfare? Lufthansa are repatriating all it’s citizens free of charge yet Ryanair are making money costing people£2000 to get back from Malta?,@user @user definitely why is it in uk its always money nor welfare lufthansa are repatriating all its citizens free of charge yet ryanair are making money costing people2000 to get back from malta
1215471679419355137,RT @7NewsAustralia: .@_austrian and @lufthansa have cancelled flights to Tehran on Friday amid security assessments. #7NEWS https://t.co/Rm…,@user and @user have cancelled flights to tehran on friday amid security assessments #7news
1202932026468372480,I don’t know about you but Air Canada have the W O R S T customer service ever! #aircanada #westjet #airtransat #sunwing #unitedAIRLINES #lufthansa #deltaairlines https://t.co/dVqAI9hmju,i dont know about you but air canada have the w o r s t customer service ever #aircanada #westjet #airtransat #sunwing #unitedairlines #lufthansa #deltaairlines
1237033744881590277,"@MKZEsq @Lufthansa_USA A detailed overview of the current waiver policy can be found on our website: https://t.co/iIg5T6jYC2. As you can see there, rebookings might be done free of charge, cancellations might be done according to the fare conditions. /Mac",@user @user a detailed overview of the current waiver policy can be found on our website as you can see there rebookings might be done free of charge cancellations might be done according to the fare conditions mac
1237098392209084416,"@AP_Joan_Lowy @lufthansa @united Me too!  Ours is with @OvagoCom and #iberia.  What a scam, morally bankrupt company, stealing people’s money.  #greed #cancelovago",@user @user @user me too ours is with @user and #iberia what a scam morally bankrupt company stealing peoples money #greed #cancelovago
1238800603092004865,📷 thelairdco: Hypnotized by the engines of the @lufthansa retro 747-8. Can’t look away!! #LufthansaByLaird https://t.co/xzh3NRIJR2,thelairdco hypnotized by the engines of the @user retro 7478 cant look away #lufthansabylaird
1215157506441465856,"RT @MigunaMiguna: Cyrus Oguna is the poster-boy for incompetence. He claims that the RED ALERT was issued in 2018, yet both @lufthansa and…",cyrus oguna is the posterboy for incompetence he claims that the red alert was issued in 2018 yet both @user and
1135633849877221376,@Lufthansa_DE Seems the @lufthansa backend got confused. Elizabeth at the United Club in @DENAirport checked with LH.,@user seems the @user backend got confused elizabeth at the united club in @user checked with lh
1151913248352088070,"RT @KenJennings: I'm flying home from Europe and remembering that Lufthansa's in-flight meal is, like, four kinds of bread. Pasta, roll, cr…",im flying home from europe and remembering that lufthansas inflight meal is like four kinds of bread pasta roll cr
1243270529575833600,"RT @airlinevideos: LUFTHANSA 456 SUPER lands on runway 24R at @flyLAXairport on March 8th, 2020. 🎧 #ATC courtesy of https://t.co/cAukEDMkGH…",lufthansa 456 super lands on runway 24r at @user on march 8th 2020 #atc courtesy of
1224568522656944129,"Rolling above taxiway Bravo

@LufthansaLatina / @Airbus 340-642 / Mexico City 📍📷

#lufthansa #airbus #airbusa340 #a340 #airbusfans #airbuslovers #aicm #mmmx #aviation #aviationphotography #AvGeek #aviationlovers #planespotting #aviación #fotografíadeaviación #airportlife #mex https://t.co/eOafZJmBXV",rolling above taxiway bravo @user @user 340642 mexico city #lufthansa #airbus #airbusa340 #a340 #airbusfans #airbuslovers #aicm #mmmx #aviation #aviationphotography #avgeek #aviationlovers #planespotting #aviación #fotografíadeaviación #airportlife #mex
1132737793103294464,RT @_zxchhh: Loving these A380's from @emirates @Lufthansa_USA @airfrance https://t.co/hJ2IBxJ3iq,loving these a380s from @user @user @user
1179730467727261700,"@lufthansa Do you have personal available at JHB Intl. airport that can assist the elderly with checking them in and assisting them to get onboard the flight and disembark safely in Frankfurt.

Thank you",@user do you have personal available at jhb intl airport that can assist the elderly with checking them in and assisting them to get onboard the flight and disembark safely in frankfurt thank you
1149734480434929664,RT @TommySheringham: What else do you do when your flight is cancelled.... #wimbledon2019 semifinal. C’mon Federer! #lufthansa🇩🇪 @ Frankfur…,what else do you do when your flight is cancelled #wimbledon2019 semifinal cmon federer #lufthansa @ frankfur
1232820171200499712,"Lufthansa to freeze hiring, cut costs over coronavirus https://t.co/dCIC0KXoQa #Companies https://t.co/eQQT8822Zi #600",lufthansa to freeze hiring cut costs over coronavirus #companies #600
1149059366601068544,"RT @Airlineroute: Lufthansa on Wednesday (10JUL19) opened reservation for new Airbus A380 service from Munich to Boston, San Francisco and…",lufthansa on wednesday 10jul19 opened reservation for new airbus a380 service from munich to boston san francisco and
1191343581610434560,RT @AFP: #BREAKING Lufthansa faces cabin crew strike on Thursday and Friday: union https://t.co/jeWFlyKjXi,#breaking lufthansa faces cabin crew strike on thursday and friday union
1155760914223771648,#IAG structure becoming contagious.... @lufthansa @Ryanair #airlines,#iag structure becoming contagious @user @user #airlines
1211587437014609920,@indoflyer Lufthansa. Say yes to the world!,@user lufthansa say yes to the world
1240852809224007681,"RT @followlasg: We are appealing to everyone that were on these two airlines - 
Turkish flight of 14th of March, 2020 TK1830 and Lufthansa…",we are appealing to everyone that were on these two airlines turkish flight of 14th of march 2020 tk1830 and lufthansa
1206646275715862531,"RT @meista_86: @lufthansa I also had to cancel a flight at the beginning of November, and was supposed to be refunded the taxes. However, I…",@user i also had to cancel a flight at the beginning of november and was supposed to be refunded the taxes however i
1234166796787294209,"@ankurgambhir4 @EmiratesSupport @lufthansa @qatarairways While Emirates is working on your issue, here is our useful tip of the day to make your day better; try an eSIM for your next trip and avoid overseas mobile data charges ;) https://t.co/G8Onq5gzLk",@user @user @user @user while emirates is working on your issue here is our useful tip of the day to make your day better try an esim for your next trip and avoid overseas mobile data charges
1151788844578037760,Lufthansa plane evacuated at Belgrade airport after bomb threat call https://t.co/cnp3KV0yKk,lufthansa plane evacuated at belgrade airport after bomb threat call
1156016243612114944,Queen 👸 of the sky taxiing for take off. #fly2ohare  @staralliance #staralliancestrong @lufthansa https://t.co/8QtWLEBIG8,queen of the sky taxiing for take off #fly2ohare @user #staralliancestrong @user
1204792961390612480,"We expanded our @lufthansa
#business class reviews to 13!
Big thanks to the amazing reviews from:
@thepointsguy
@Em_McNutt
@TheTravelUpdate
@turningleftfor
@princeof_travel
@10xTravel
@LuxTravelExpert

To enable our expansion!

https://t.co/Ik7LlWlyi6  #airlines #travel #avgeek",we expanded our @user #business class reviews to 13 big thanks to the amazing reviews from @user @user @user @user @user @user @user to enable our expansion #airlines #travel #avgeek
1147169424400683009,RT @RunwayGirlBecca: ICYMI: Why Lufthansa keeps first class but is reconsidering sandwich catering https://t.co/2OUetqN0rI #PaxEx #avgeek #…,icymi why lufthansa keeps first class but is reconsidering sandwich catering #paxex #avgeek #
1244650089378873346,RT @JetPhotos: Nearly two dozen Lufthansa wide body aircraft now parked on Frankfurt’s RWY 07L/25R. https://t.co/zOC4A5LHlB © Jens Brokuf h…,nearly two dozen lufthansa wide body aircraft now parked on frankfurts rwy 07l25r jens brokuf h
1192525632783171587,@josefprusa @lufthansa @OrlMakerFaire I hope you'll be able to make it! I'm really looking forward to seeing you!,@user @user @user i hope youll be able to make it im really looking forward to seeing you
1240593830975586304,"RT @sleekybentley89: Good evening, my husband just came back from Spain today and he's feeling unwell. He came back with Lufthansa airline…",good evening my husband just came back from spain today and hes feeling unwell he came back with lufthansa airline
1140967622051356672,"Lufthansa Will Charge for Some Biz Class Perks on Its 777X Aircraft:
https://t.co/v2JgJSIh8j
#Aviation #Airline #Airport #Aircraft https://t.co/E59KFxRaZf",lufthansa will charge for some biz class perks on its 777x aircraft #aviation #airline #airport #aircraft
1215224429891985408,"RT @MigunaMiguna: The Lufthansa Group which owns and operates @lufthansa, the airline that acquiesced to an illegal RED ALERT by Despot Uhu…",the lufthansa group which owns and operates @user the airline that acquiesced to an illegal red alert by despot uhu
1141007901013753857,Flying to Milan via Frankfurt. Learned the hard way that #Lufthansa is German for terrible service,flying to milan via frankfurt learned the hard way that #lufthansa is german for terrible service
1225117164455198720,#NTTDATA was awarded a GSA award for the delivery of cloud transformation services at Lufthansa Group. @GSA_UK  https://t.co/T0T2HjqN7z,#nttdata was awarded a gsa award for the delivery of cloud transformation services at lufthansa group @user
1196972515274436609,Lufthansa: Stop transporting Irish greyhounds to China! Plz sign: https://t.co/DQTXyJSr7t https://t.co/mXkPjGP2zw,lufthansa stop transporting irish greyhounds to china plz sign
1170318902351618048,"RT @Enrique77W: The @lufthansa #FlyingLab is asking passenger volunteers to participate in one of today’s sessions at 38,000 feet.

“We are…",the @user #flyinglab is asking passenger volunteers to participate in one of todays sessions at 38000 feet we are
1214490234773266432,"Sale
Curren army 8266 for men
20% off from Kshs. 4,000 to 3,200
2 year battery life
Packed in a gift box
Pay on delivery in Nairobi
Call: 0722525379

#JSWR #MIGUNAMIGUNA #TheStripesOfMoses #TuesdayThoughts #tecnofootballseason
Germany Jakom Lufthansa red alert
Dadaab https://t.co/jRTEW7tpel",sale curren army 8266 for men 20 off from kshs 4000 to 3200 2 year battery life packed in a gift box pay on delivery in nairobi call 0722525379 #jswr #migunamiguna #thestripesofmoses #tuesdaythoughts #tecnofootballseason germany jakom lufthansa red alert dadaab
1155969033960751104,"RT @Jefferson_MFG: So far this year, Derby's Rolls-Royce has won major orders from German airline Lufthansa, Taiwanese airline Starlux, Dub…",so far this year derbys rollsroyce has won major orders from german airline lufthansa taiwanese airline starlux dub
1161975549163638785,"#A380
The report about ✈️A380 airbus 👍🏼
https://t.co/TdslORIJo2
Primary user :
 Fly Emirates
 Singapore Airlines
 Quantas
 Lufthansa
 Qataria  airlines 
 Etihad Airways
 Malaysia Airlines",#a380 the report about a380 airbus primary user fly emirates singapore airlines quantas lufthansa qataria airlines etihad airways malaysia airlines
1232648951657926656,Lufthansa Group freezes hiring and offering unpaid leave for staff… https://t.co/Gmuth5j9jc,lufthansa group freezes hiring and offering unpaid leave for staff
1224080112435507200,"RT @cnni: British Airways, Qantas and Lufthansa -- among others -- have announced they will stop flying to mainland China as coronavirus ca…",british airways qantas and lufthansa among others have announced they will stop flying to mainland china as coronavirus ca
1215414080611110913,RT @yashar: European Commercial airliners like Air France and Lufthansa flew in and out of Iran during the Iran/Iraq war every day for 9 ye…,european commercial airliners like air france and lufthansa flew in and out of iran during the iraniraq war every day for 9 ye
1177665312948457475,RT @Immilliii: @lufthansa Will flight LH1342 to Budapest wait for us? We are disembarking in Frankfurt from our 1st LH delayed flight,@user will flight lh1342 to budapest wait for us we are disembarking in frankfurt from our 1st lh delayed flight
1215630684620034050,"RT @AlArabiya_Eng: Lufthansa instructed a plane en route to Tehran to turn back to Frankfurt on security concerns on Thursday, a statement…",lufthansa instructed a plane en route to tehran to turn back to frankfurt on security concerns on thursday a statement
1206140731586437120,RT @yevhenfedchenko: How @lufthansa created catering subsidiary in #Crimea to avoid #EU sanctions - great investigation how European busine…,how @user created catering subsidiary in #crimea to avoid #eu sanctions great investigation how european busine
1229669716093997056,RT @georgiendirangu: It’s been known for a while that SOME global airlines operate older planes ONLY in Africa. I sat down with @lufthansa…,its been known for a while that some global airlines operate older planes only in africa i sat down with @user
1143451921329602562,"RT @gsehringer: 50 sessions, experts from LinkedIn to Lufthansa, even our own beer brand - can't miss #CamundaCon. Last chance for Early Bi…",50 sessions experts from linkedin to lufthansa even our own beer brand cant miss #camundacon last chance for early bi
1196540172604780544,"Flying beauty
Photo: SDASM
Aircraft: McDonnell Douglas DC-10-30
Airport:
Reg: D-ADAO named ""Düsseldorf""
Engs: GE CF6-50C2
Date: Dec.1973
Status: Scrapped as ""N601GC"" Nov.2010
DD: Nov.12.1973
Age: 37.3 Yrs
#lufthansa #avgeek #düsseldorf #mcdonnelldouglas #dc10 https://t.co/1QMAdK2cPl",flying beauty photo sdasm aircraft mcdonnell douglas dc1030 airport reg dadao named düsseldorf engs ge cf650c2 date dec1973 status scrapped as n601gc nov2010 dd nov121973 age 373 yrs #lufthansa #avgeek #düsseldorf #mcdonnelldouglas #dc10
1197249627562463233,"RT @aviation24glb: Lufthansa Super lining up on 24L beneath a patchy marine layer at LAX. 

By: @onemoreweektogo https://t.co/ap7VQkQQIL",lufthansa super lining up on 24l beneath a patchy marine layer at lax by @user
1242703399591669761,Hey @makemytrip  please provide me update about my Booking IDIN1B1582897881677 . My Lufthansa flight to Toronto got cancelled and i have generated a refund claim through self service page. please give an update reply soon. 🙏🙏,hey @user please provide me update about my booking idin1b1582897881677 my lufthansa flight to toronto got cancelled and i have generated a refund claim through self service page please give an update reply soon
1160603707265781760,"RT @Lufthansa_India: What’s your dream destination in Europe? Tell us where and why, your dream could come true! To celebrate 25 years of f…",whats your dream destination in europe tell us where and why your dream could come true to celebrate 25 years of f
1222538199022678016,RT @zerohedge: *LUFTHANSA CANCELS ALL FLIGHTS TO CHINA: BILD,lufthansa cancels all flights to china bild
1240575532502323201,RT @SpaethFlies: BREAKING - @Airport_FRA will close one runway plus adjacent taxiway to park @lufthansa aircraft. Other of the 700 a/c grou…,breaking @user will close one runway plus adjacent taxiway to park @user aircraft other of the 700 ac grou
1226578899469029378,RT @AnimalsBelize: Lufthansa: Stop transporting Irish greyhounds to China! Plz sign: https://t.co/3WnuvaDPSr https://t.co/tIMNF5FoxU,lufthansa stop transporting irish greyhounds to china plz sign
1244072998015033345,@pinksgifs @lufthansa same it has been there since the 17th now KDJDKSKSKKDKSS,@user @user same it has been there since the 17th now kdjdkskskkdkss
1136151768767901697,RT @Joe_English6: @lufthansa I've sent three responding emails to your customer relations department informing them that I have not receive…,@user ive sent three responding emails to your customer relations department informing them that i have not receive
